code_prefix,country_id,country_code,country_title,region_title,current_rate,billing_term,last_updated,rate_status
"57163","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57164","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57167","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57168","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57171","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57172","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57174","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57176","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57180","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57181","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57190","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"57191","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57195","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57231","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57232","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57233","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57237","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57238","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57239","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57240","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57241","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57242","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57243","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57244","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57248","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57250","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57251","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57252","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57255","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57259","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57260","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57261","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57262","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57264","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57265","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57266","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57267","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57268","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57269","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57288","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57289","47","COL","Colombia","","0.0389","30/6","2021-01-01","lower",
"57300","47","COL","Colombia","","0.0185","30/6","2021-01-01","lower",
"57301","47","COL","Colombia","","0.0185","30/6","2021-01-01","lower",
"57302","47","COL","Colombia","","0.0212","30/6","2021-01-01","lower",
"57303","47","COL","Colombia","","0.024","30/6","2021-01-01","lower",
"57304","47","COL","Colombia","","0.0185","30/6","2021-01-01","lower",
"57305","47","COL","Colombia","","0.0212","30/6","2021-01-01","lower",
"57310","47","COL","Colombia","","0.0185","30/6","2021-01-01","lower",
"57311","47","COL","Colombia","","0.0185","30/6","2021-01-01","lower",
"57312","47","COL","Colombia","","0.0185","30/6","2021-01-01","lower",
"57313","47","COL","Colombia","","0.0185","30/6","2021-01-01","lower",
"57314","47","COL","Colombia","","0.0185","30/6","2021-01-01","lower",
"57315","47","COL","Colombia","","0.0185","30/6","2021-01-01","lower",
"57316","47","COL","Colombia","","0.0185","30/6","2021-01-01","lower",
"57317","47","COL","Colombia","","0.0185","30/6","2021-01-01","lower",
"57318","47","COL","Colombia","","0.0185","30/6","2021-01-01","lower",
"57319","47","COL","Colombia","","0.0185","30/6","2021-01-01","lower",
"57320","47","COL","Colombia","","0.0185","30/6","2021-01-01","lower",
"57321","47","COL","Colombia","","0.0185","30/6","2021-01-01","lower",
"57322","47","COL","Colombia","","0.0201","30/6","2021-01-01","lower",
"57323","47","COL","Colombia","","0.0243","30/6","2021-01-01","lower",
"57333","47","COL","Colombia","","0.0213","30/6","2021-01-01","lower",
"57350","47","COL","Colombia","","0.0244","30/6","2021-01-01","lower",
"57415","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57421","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57422","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57423","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57424","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57425","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57426","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57427","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57428","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57429","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"57460","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"57461","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"57490","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"57495","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"57532","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"57533","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"57534","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"57535","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"57536","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"57537","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"57538","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571106","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571307","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571370","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571371","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571372","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571373","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571375","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571376","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571378","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571379","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571380","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571381","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571382","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571383","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571384","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571385","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571440","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571441","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571442","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571444","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571446","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571447","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571448","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571449","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571450","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571451","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571452","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571453","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571454","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571457","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571458","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571459","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571460","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571461","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571462","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571463","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571464","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571465","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571466","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571467","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571468","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571490","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571491","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571492","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571493","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571494","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571510","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571511","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571512","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571513","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571514","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571515","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571552","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571553","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571554","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571555","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571556","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571557","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571558","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571559","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571580","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571581","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571582","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571584","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571585","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571586","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571587","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571589","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571591","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571592","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571593","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571594","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571595","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571596","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571597","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571598","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571599","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571650","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571651","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571652","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571653","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571654","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571655","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571656","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571657","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571658","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571660","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571662","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571663","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571664","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571667","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571668","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571669","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571690","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571691","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571692","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571693","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571694","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571695","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571696","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571697","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571700","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571701","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571702","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571703","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571704","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571705","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571730","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571731","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571732","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571733","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571734","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571736","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571738","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571739","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571750","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571751","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571752","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571753","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571755","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571756","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571757","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571758","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571759","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571770","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571771","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571772","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571773","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571775","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571776","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571777","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571778","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571779","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571780","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571781","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571782","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571783","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571784","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571785","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571790","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571791","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571792","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571795","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571796","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571800","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571801","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571802","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571803","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571804","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571805","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571806","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571807","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571810","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571811","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571812","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571813","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571814","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571820","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571821","47","COL","Colombia","","0.0421","30/6","2021-01-01","lower",
"571822","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571827","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571829","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571860","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571861","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571862","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571863","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571874","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571875","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571885","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571893","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"571910","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571911","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571912","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571920","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571921","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571923","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571924","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571925","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571926","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571929","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571930","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571931","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571932","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571933","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571934","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571935","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571936","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"571937","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"572285","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"572286","47","COL","Colombia","","0.0421","30/6","2021-01-01","lower",
"572287","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"572304","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"572305","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"572306","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"572307","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"572905","47","COL","Colombia","","0.0421","30/6","2021-01-01","lower",
"572928","47","COL","Colombia","","0.0421","30/6","2021-01-01","lower",
"572952","47","COL","Colombia","","0.0421","30/6","2021-01-01","lower",
"573232","47","COL","Colombia","","0.0201","30/6","2021-01-01","lower",
"573233","47","COL","Colombia","","0.0201","30/6","2021-01-01","lower",
"573234","47","COL","Colombia","","0.0201","30/6","2021-01-01","lower",
"573235","47","COL","Colombia","","0.0201","30/6","2021-01-01","lower",
"574604","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"574609","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"574913","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"574917","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"575300","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"575301","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"575302","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"575304","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"575305","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"575306","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"575308","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"575390","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"575391","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"575392","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"575393","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"575394","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"575643","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"575645","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"575646","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"575647","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"575690","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"575691","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"575910","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"576731","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"576732","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"576734","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"576735","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"576736","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"576737","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"576738","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"576739","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"576740","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"576741","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"576744","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"576745","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"576746","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"576747","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"576748","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"576749","47","COL","Colombia","","0.0422","30/6","2021-01-01","lower",
"5713770","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5713771","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5713772","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5713773","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5713774","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5713775","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5713776","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5713778","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5713779","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5714690","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5714691","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5714692","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5714693","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5714694","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5714695","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5714696","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5714697","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5715190","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5715880","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5715881","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5715885","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5715886","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5715900","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5715901","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5715902","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5715903","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5717370","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5717371","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5717947","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5717948","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5717949","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718210","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"5718211","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"5718212","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"5718213","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"5718214","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"5718215","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718216","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718217","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718238","47","COL","Colombia","","0.0362","30/6","2021-01-01","lower",
"5718298","47","COL","Colombia","","0.0434","30/6","2021-01-01","lower",
"5718351","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718352","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718353","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718354","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718355","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718356","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718357","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718358","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718361","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718362","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718365","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718366","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718367","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718368","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718369","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718388","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718400","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718401","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718414","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718643","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718650","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718651","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718652","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718653","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718655","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718656","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718658","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718700","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718701","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
"5718702","47","COL","Colombia","","0.0398","30/6","2021-01-01","lower",
